species,metabolite,partial_spearman_discovery,partial_spearman_validation,q_bh_family,q_bh_locked,motu_r,motu_p,motu_q,crc_r,crc_p,crc_q,healthy_r,healthy_p,healthy_q,presence_r,presence_p,presence_q,motu_exact,motu_concordant,crc_concordant,presence_concordant,strict_robust
Fusobacterium nucleatum,C03264_2-Hydroxy-4-methylpentanoate,0.2104524970493734,0.2163448595138947,0.0272867218382418,0.0339331774875754,0.2689329879608546,3.810299821146828e-07,7.465077200614194e-07,0.19110647820561447,0.019560871521431034,0.032944625720304904,0.2482713769977453,0.004886568375328242,0.010909548000732822,0.156397058079956,0.0035387576965944098,0.004923488969174831,True,True,True,True,True
Fusobacterium nucleatum,"C06057_3-Aminopropane-1,2-diol",0.1881919786307666,0.3713454788196574,0.050702172779216,0.0003344721543621,0.31850006626550725,1.347896371665393e-09,4.61146667476908e-09,0.36691202479983154,4.173036552157666e-06,5.7230215572447994e-05,0.05883982870459189,0.5111136516024976,0.5333359842808669,0.13006429052265298,0.015483307292573661,0.0176952083343699,True,True,True,True,True
Parvimonas unclassified,C04677_AICAR,0.1603497614260002,0.1743132803675646,0.0986580474249947,0.0878995665648402,0.06163671491585908,0.2528527417477479,0.2582325873168489,0.22528095800999268,0.005738742696092167,0.013300326196355535,0.09259275223430163,0.3004931920679173,0.3278107549831825,0.1460184659448242,0.006511044614126217,0.008177700781273174,False,True,True,True,True
Parvimonas unclassified,C00041_Ala,0.2084947790001511,0.1887727706791818,0.0276690666134237,0.0624980572920924,0.20273870376890546,0.000146448268054463,0.00017573792166535558,0.058148073744451925,0.4811797691839941,0.5076182180402575,0.45340823921400725,8.648649077025119e-08,6.918919261620096e-07,0.27038184547985267,3.279730543568086e-07,1.4132793354136017e-06,False,True,True,True,False
Parvimonas unclassified,C00719_Betaine,0.1829044861115693,0.2483031136848504,0.0563851020560144,0.0146871075025803,0.2118073159391584,7.165314304797387e-05,9.422879085760947e-05,0.07344014062882738,0.3734099735878396,0.4217336172286189,0.5746651900150219,1.6086678631600716e-12,7.721605743168343e-11,0.3089650928644818,4.343946451328499e-09,8.340377186550719e-08,False,True,True,True,False
Parvimonas unclassified,C00576_Betaine aldehyde,-0.3426368335557652,-0.2859379053327465,9.8344304208327e-05,0.0049014528669352,-0.30128180522422576,1.0824875301176108e-08,2.8086162943592066e-08,-0.20658645618450328,0.011477937087034634,0.020790225667081597,-0.4582788859165744,6.032117411395847e-08,5.599469166635473e-07,-0.23937505844292598,6.727190298539774e-06,1.575146996731264e-05,False,True,True,True,True
Parvimonas unclassified,C02256_Castanospermine,-0.1732136282944021,-0.1737687643165286,0.0718459857687718,0.0884183575323614,-0.14830460897298342,0.005710759681624422,0.006091476993732716,-0.17048028999756581,0.03764551250649597,0.0539398388152778,-0.2190568689975166,0.013347242582130183,0.023988773032054,-0.12694875340078463,0.018156860520099224,0.02050657188152383,False,True,True,True,True
Parvimonas unclassified,C00114_Choline,0.2276505858008763,0.2355358700265076,0.0162402065033496,0.0199038950141257,0.23964739042272842,6.562103834161454e-06,1.0327245378352453e-05,0.10541410836921622,0.20073003416703586,0.23500101561018832,0.4792059897272205,1.2014368432319327e-08,1.2815326327807284e-07,0.32008863279310423,1.1046515548339291e-09,3.34687178432356e-08,False,True,True,True,False
Parvimonas unclassified,C00300_Creatine,0.282379904989281,0.3008558997639473,0.0020786711645954,0.0030809256483661,0.2909662140104691,3.5393449822824976e-08,7.901793448816739e-08,0.1562279326510826,0.057086968920523284,0.0755372082256537,0.4959360733671997,3.0526839724121025e-09,4.186538019308026e-08,0.30633579473594863,5.954947388093987e-09,9.115215503273976e-08,False,True,True,True,True
Parvimonas unclassified,C00491_Cystine,0.2098382910109666,0.3684435302165486,0.0272867218382418,0.0003344721543621,0.2734591733153223,2.3782427090192465e-07,4.963289131866254e-07,0.24238430838033556,0.0028984902459630825,0.008183972459189878,0.6555512189768631,6.106433932615798e-17,5.862176575311166e-15,0.3617660156831089,3.882594295248151e-12,3.727290523438225e-10,False,True,True,True,True
Parvimonas unclassified,C02678_Dodecanedioate,-0.2448909582015458,-0.2403652736394128,0.0091121218618048,0.0181330955165117,-0.34808381071588773,2.7244444144477108e-11,1.2269026110975977e-10,-0.16307574624312413,0.04690559755607155,0.06525996181714303,-0.36811692117535655,2.063061883595735e-05,0.00010423891622378449,-0.1730095181047307,0.0012339463725461323,0.0018509195588191983,False,True,True,True,True
Parvimonas unclassified,C00364_dTMP,-0.159849209647592,-0.1684901592166255,0.0986580474249947,0.0989287315570438,-0.2237869939139684,2.6572105089454197e-05,3.696988534184932e-05,-0.1423399595217687,0.08333118500998632,0.10526044422314061,-0.23634688552040523,0.007469123911964187,0.015934131012190267,-0.1317003455048026,0.014222640103874574,0.016839051746379487,False,True,True,True,False
Parvimonas unclassified,C00122_Fumarate,0.2159072771074574,0.3266508093467327,0.0245683211226693,0.0017158330263092,0.15437240485820616,0.003997296804452708,0.004311690935139999,0.06797898912189572,0.4100790998726103,0.4423325122221415,0.48390740516901665,8.23577786901445e-09,9.882933442817339e-08,0.22232955646567354,3.0068438780886564e-05,5.77314024593022e-05,False,True,True,True,False
Parvimonas unclassified,C00025_Glu,-0.2142633061968375,-0.3586077194369818,0.0250538944198444,0.0005044464630391,-0.25028210009494134,2.43014838202445e-06,3.954139740243173e-06,-0.2721470175527298,0.000786208975220554,0.002795409689673081,-0.23346876794485782,0.008250165203027161,0.016500330406054323,-0.21859942813499658,4.110534332912895e-05,7.737476391365448e-05,False,True,True,True,True
