family,feature,prevalence_discovery,n_case_discovery,n_control_discovery,p_discovery,rank_biserial_discovery,log2_median_ratio_discovery,n_case_validation,n_control_validation,p_validation,rank_biserial_validation,log2_median_ratio_validation,n_case_all_descriptive,n_control_all_descriptive,p_all_descriptive,rank_biserial_all_descriptive,log2_median_ratio_all_descriptive,q_discovery_family,discovery_candidate,q_validation_candidates,q_all_descriptive,heldout_reproduced,rank_biserial_discovery_ci_low,rank_biserial_discovery_ci_high,rank_biserial_validation_ci_low,rank_biserial_validation_ci_high
microbial_species,Rothia unclassified,0.11515151515151516,89,76,0.19954330814879995,0.06445890005913668,0.0,61,51,0.7603106882349974,-0.019607843137254943,0.0,150,127,0.43700230805335805,0.030551181102362213,0.0,0.5966254688548638,False,,0.7089148552865586,False,,,,
microbial_species,Eggerthella unclassified,0.8424242424242424,89,76,0.21870807000785586,0.111176818450621,0.4911196790209155,61,51,0.9717901592033257,-0.004178720668595259,-0.14046113619924908,150,127,0.3452949293197941,0.06561679790026242,0.34489752168321275,0.5966254688548638,False,,0.6769715814135056,False,,,,
microbial_species,Eubacterium infirmum,0.1696969696969697,89,76,0.2282583044144647,0.07140745121230041,0.0,61,51,0.7195034667193312,0.021536483445837362,0.0,150,127,0.21365948525287637,0.05307086614173229,0.0,0.6032205885743759,False,,0.5488622000186282,False,,,,
microbial_species,Lachnospiraceae bacterium 3 1 46FAA,0.6,89,76,0.22899918235818995,0.10541099940863385,1.4785530264837767,61,51,0.8459609610492553,0.02089360334297652,-0.6689722968644082,150,127,0.2862186813155897,0.07186351706036742,0.8458846147561047,0.6032205885743759,False,,0.6052486770131769,False,,,,
microbial_species,Bacteroides massiliensis,0.3212121212121212,89,76,0.23137228054907566,0.0898876404494382,0.0,61,51,0.8657166329848546,-0.01671488267438126,0.0,150,127,0.40622616824439617,0.04939632545931749,0.0,0.6032205885743759,False,,0.6934301097642839,False,,,,
microbial_species,Bifidobacterium longum,0.7757575757575758,89,76,0.2346311757727919,-0.10703725606150205,-0.49948761578322115,61,51,0.12955459756163723,-0.16682738669238184,-1.3544855763453976,150,127,0.06120631023866044,-0.13013123359580048,-0.8638842292903816,0.6045203234616638,False,,0.25290909325031385,False,,,,
microbial_species,Lachnospiraceae bacterium 1 4 56FAA,0.44242424242424244,89,76,0.24257953875300386,0.09624482554701363,0.0,61,51,0.15044801143175265,0.14143362262937953,0.0,150,127,0.07097978278574378,0.11370078740157474,0.0,0.6139455772893874,False,,0.2800531359647161,False,,,,
microbial_species,Streptococcus mitis oralis pneumoniae,0.6787878787878788,89,76,0.24389618823824977,0.10378474275576588,1.7816326922962133,61,51,0.8711410338174995,-0.017357762777241992,-2.0589380448679604,150,127,0.4497866326131036,0.05139107611548566,1.1471999099195935,0.6139455772893874,False,,0.7119017076011275,False,,,,
microbial_species,Actinomyces graevenitzii,0.2,89,76,0.24676958503924595,0.07332939089296264,0.0,61,51,0.9842505816508509,0.0016072002571521082,0.0,150,127,0.3114270221591674,0.04661417322834649,0.0,0.6141197627681234,False,,0.6315047949338672,False,,,,
microbial_species,Fusobacterium ulcerans,0.22424242424242424,89,76,0.2563886055630389,0.07510348905972797,0.0,61,51,0.04022898638631273,0.14464802314368375,0.0,150,127,0.03437976959505852,0.10283464566929124,0.0,0.6298273286773679,False,,0.21396304567926383,False,,,,
microbial_species,Scardovia wiggsiae,0.12727272727272726,89,76,0.2588331487715211,0.059284447072738056,0.0,61,51,0.10054358401647762,-0.08100289296046292,0.0,150,127,0.9311460705812629,0.003254593175852971,0.0,0.6298273286773679,False,,0.9942955120761824,False,,,,
microbial_species,Mitsuokella unclassified,0.11515151515151516,89,76,0.2910715178652209,-0.05307510348905975,0.0,61,51,0.840443487880991,-0.012214721954355467,0.0,150,127,0.346213776795948,-0.03601049868766404,0.0,0.7004907957415756,False,,0.6769715814135056,False,,,,
microbial_species,Anaerostipes unclassified,0.23030303030303031,89,76,0.29452933871362486,0.07007687758722647,0.0,61,51,0.7606820386273774,-0.024750883960141468,0.0,150,127,0.5310266739193485,0.03212598425196855,0.0,0.7011078823726504,False,,0.7752989439222489,False,,,,
microbial_species,Rothia mucilaginosa,0.6363636363636364,89,76,0.30998390223530814,-0.08973979893554107,-0.7349464265295541,61,51,0.048724854562528196,-0.2073288331726133,-12.536490073199163,150,127,0.038219481801226036,-0.14,-2.034533769491223,0.708864295188056,False,,0.21461709011457694,False,,,,
microbial_species,Lachnospiraceae bacterium 2 1 58FAA,0.48484848484848486,89,76,0.3050643769281681,-0.08633944411590777,-10.07815080773465,61,51,0.05201407389959745,-0.18868531018964962,0.0,150,127,0.04640622214229225,-0.12671916010498685,-8.879583249612784,0.708864295188056,False,,0.24233644198469295,False,,,,
microbial_species,Desulfovibrio piger,0.16363636363636364,89,76,0.31132734041764154,0.05913660555884093,0.0,61,51,0.15052863739060782,0.07489553198328514,0.0,150,127,0.10992616773270858,0.06519685039370082,0.0,0.708864295188056,False,,0.34889609758642287,False,,,,
microbial_species,Lachnospiraceae bacterium 7 1 58FAA,0.8787878787878788,89,76,0.30886311061226257,0.09210526315789469,0.5876027276766508,61,51,0.6065240560463653,0.05689488910318219,0.5637060920514074,150,127,0.24129285346466256,0.0816797900262467,0.5669765698193501,0.708864295188056,False,,0.5682057517071086,False,,,,
microbial_species,Actinobacillus unclassified,0.10303030303030303,89,76,0.31397185677279194,-0.04819633353045538,0.0,61,51,0.7605870469251916,0.018322082931533368,0.0,150,127,0.5566506903271657,-0.021837270341207304,0.0,0.708864295188056,False,,0.8016596883979145,False,,,,
microbial_species,Paraprevotella clara,0.24242424242424243,89,76,0.3442675571163265,0.06445890005913668,0.0,61,51,0.011297615608091052,0.18643522982963678,0.0,150,127,0.026306198700594106,0.1117060367454068,0.0,0.7213449184828639,False,,0.20901323841766956,False,,,,
microbial_species,Clostridium bartlettii,0.43636363636363634,89,76,0.3417430279215671,0.0780603193376701,0.0,61,51,0.06706833014751373,-0.1848280295724848,-9.698704666770345,150,127,0.6617415316309374,-0.027821522309711244,0.0,0.7213449184828639,False,,0.8524787966304429,False,,,,
microbial_species,Granulicatella unclassified,0.6848484848484848,89,76,0.34551989955086626,0.08412182140745128,0.38232739503258695,61,51,0.4381361861027683,-0.08453873352619734,-0.8814677492838141,150,127,0.7658050814149788,0.02052493438320213,-0.1420729877044257,0.7213449184828639,False,,0.8905367467873243,False,,,,
microbial_species,Oscillibacter unclassified,0.9393939393939394,89,76,0.3422176490895493,0.08604376108811351,0.49600998391601747,61,51,0.44737566947063967,0.0838958534233365,0.5076524687211947,150,127,0.2287028848793814,0.08398950131233596,0.4757105120032139,0.7213449184828639,False,,0.5669147568753962,False,,,,
microbial_species,Clostridium asparagiforme,0.5818181818181818,89,76,0.3297829957801979,0.08500887049083383,2.997998044026815,61,51,0.4725614338843154,0.07553841208614598,3.3421128625237233,150,127,0.25290897455046146,0.07648293963254593,3.0849197504439663,0.7213449184828639,False,,0.5769485981932402,False,,,,
microbial_species,Lachnospiraceae bacterium 9 1 43BFAA,0.18787878787878787,89,76,0.345850303382195,-0.058249556475458264,0.0,61,51,0.6412481154806254,0.03825136612021862,0.0,150,127,0.6989343119334397,-0.019107611548556447,0.0,0.7213449184828639,False,,0.8647831317142558,False,,,,
