family,feature,prevalence_discovery,n_case_discovery,n_control_discovery,p_discovery,rank_biserial_discovery,log2_median_ratio_discovery,n_case_validation,n_control_validation,p_validation,rank_biserial_validation,log2_median_ratio_validation,n_case_all_descriptive,n_control_all_descriptive,p_all_descriptive,rank_biserial_all_descriptive,log2_median_ratio_all_descriptive,q_discovery_family,discovery_candidate,q_validation_candidates,q_all_descriptive,heldout_reproduced
microbial_KO,K17215,0.9636363636363636,89,76,0.0029771083367588426,0.26877587226493205,0.5173411952000981,61,51,0.07427777323581435,0.19672131147540983,0.39445586043506103,150,127,0.0008930466933828854,0.23175853018372705,0.4324508644977418,0.31937143501109905,False,,0.109313167873367,False
microbial_KO,K06151,0.6787878787878788,89,76,0.002972094536969825,0.26434062684801884,0.5275158483393696,61,51,0.08014604009843983,0.18772099003535847,0.7477110308137044,150,127,0.0008383819152847028,0.2282414698162729,0.6321469445493623,0.31937143501109905,False,,0.10775303566196641,False
microbial_KO,K10977,0.10303030303030303,89,76,0.00290710746233789,0.14222353636901253,0.0,61,51,0.08686608214540198,0.10511089681774344,0.0,150,127,0.0007304794467480749,0.12713910761154845,0.0,0.31937143501109905,False,,0.09629217527517572,False
microbial_KO,K01728,0.7272727272727273,89,76,0.003034042753683565,-0.26552335895919577,-1.0441972810156064,61,51,0.22201634139172244,-0.13339762134361943,-0.6073684462609275,150,127,0.001938819004210623,-0.2140682414698163,-1.0904173166464501,0.31937143501109905,False,,0.13289958000862417,False
microbial_KO,K12339,0.9090909090909091,89,76,0.003095896605317799,0.26759314015375524,0.5587134277250743,61,51,0.22634362592273538,0.13339762134361943,0.3381111466085836,150,127,0.0024658512598256257,0.2111286089238844,0.4758149368232471,0.31937143501109905,False,,0.14369933444420357,False
microbial_KO,K01042,1.0,89,76,0.003416733889439885,0.26493199290360736,0.5631298074350765,61,51,0.5357129390511098,0.06846673095467692,0.030352937321011787,150,127,0.00819216950666806,0.1844619422572178,0.3559034288713819,0.31937143501109905,False,,0.21891435208548857,False
microbial_KO,K00060,0.9757575757575757,89,76,0.003106829206656905,0.26759314015375524,0.7411525401038889,61,51,0.5708970704900698,0.06268081002892956,0.20362974251058885,150,127,0.006907570889555845,0.1884514435695539,0.48305390894534583,0.31937143501109905,False,,0.20768456919090225,False
microbial_KO,K01894,0.9636363636363636,89,76,0.0033097745604909754,0.2658190419869899,0.4509908905818528,61,51,0.6112394834486966,0.056252009000321346,0.1558109535302903,150,127,0.011367584272309597,0.1765879265091863,0.35986355373144724,0.31937143501109905,False,,0.24120361848951263,False
microbial_KO,K02081,1.0,89,76,0.002946245403802219,0.2690715552927263,0.5839916390893245,61,51,0.6360381006032023,-0.05239472838315651,-0.07938077098315835,150,127,0.06551543173126609,0.128503937007874,0.3899283611396417,0.31937143501109905,False,,0.49458859696099705,False
microbial_KO,K07443,1.0,89,76,0.0029150146024306853,0.26936723832052034,0.25917507684384955,61,51,0.8425394930526042,-0.022179363548698205,0.0141102650742696,150,127,0.03176948964326121,0.14981627296587918,0.16296551215024327,0.31937143501109905,False,,0.3824987031756578,False
microbial_KO,K09979,0.8363636363636363,89,76,0.003311627314086729,0.2652276759314016,1.208473936273836,61,51,0.939368575974528,-0.008678881388621051,0.03136241902820092,150,127,0.029371026882087797,0.15170603674540684,0.47649551054903755,0.31937143501109905,False,,0.3673879542598866,False
microbial_KO,K09740,0.7090909090909091,89,76,0.0036573414687050623,0.25975753991720874,0.603127118562177,61,51,0.015608843895523304,0.26325940212150445,0.7306037766881595,150,127,0.0001674353513651269,0.2593700787401574,0.6357259810618149,0.3357570087609415,False,,0.0495864713352337,False
microbial_KO,K03409,0.8,89,76,0.003932891987411932,-0.25990538143110586,-1.137160927138614,61,51,0.02506677503273964,-0.24654451944712308,-1.1917302457666816,150,127,0.00035999026723618725,-0.24824146981627293,-1.0598318550080688,0.3369832951214124,False,,0.07402839855444955,False
