pseudocount,genus,PRJNA784025_discovery_estimate,PRJNA784025_discovery_se,PRJNA784025_discovery_p,PRJNA784025_discovery_hcc_n,PRJNA784025_discovery_cirrhosis_n,PRJNA784025_validation_estimate,PRJNA784025_validation_se,PRJNA784025_validation_p,PRJNA784025_validation_hcc_n,PRJNA784025_validation_cirrhosis_n,PRJEB54571_external_estimate,PRJEB54571_external_se,PRJEB54571_external_p,PRJEB54571_external_hcc_n,PRJEB54571_external_cirrhosis_n,age_adjusted_estimate,age_adjusted_se_hc3,age_adjusted_p_hc3,age_adjusted_n,random_estimate,random_se,random_ci_low,random_ci_high,random_p,hksj_se_modified,hksj_ci_low_modified,hksj_ci_high_modified,hksj_p_modified,hksj_df,hksj_scale,tau2_dl,q,q_p,i2_percent,three_cohort_direction_concordant,discovery_q,selected_in_discovery_q_lt_0_10,locked_validation_pass,external_age_adjusted_pass
1.0,Family XIII AD3011 group,-0.6177428972365742,0.23788639348505927,0.011078412625094874,30,59,-0.36224841231284,0.26816944433790024,0.18159684929488792,25,40,1.0732919509202137,0.25277965604816344,0.00014387181836360245,95,10,0.8241389413365959,0.3420779067653758,0.0159869131397586,104,0.030448392386350553,0.5318459087022166,-1.011969588669994,1.072866373442695,0.9543457285110429,0.5318459087022166,-2.257899858468967,2.318796643241668,0.9595509825503379,2,0.9807356294326,0.7844922370387702,26.581161208493043,1.6903404421684754e-06,92.47587423170597,False,0.12848481818530108,False,False,False
1.0,Family XIII UCG-001,-0.3975548270833973,0.16351161151008783,0.017622859373636356,30,59,0.43323104299942505,0.2326091657094458,0.06871580427863641,25,40,0.4389502270499217,0.2284751462515221,0.06577420098439107,95,10,0.5435809386052154,0.27215410985832944,0.04578959763536937,104,0.14013404075381078,0.30489048734285484,-0.45745131443818476,0.7377193959458063,0.6457883535221183,0.30489048734285484,-1.1717038468703107,1.4519719283779322,0.6909130189164483,2,0.8559917685023716,0.23510164841283843,13.039553590585069,0.0014739980689469684,84.66205161007922,False,0.3758026167521695,False,False,False
1.0,Flavonifractor,-0.4880140057033756,0.26726406948546727,0.07152344690024559,30,59,-1.1619104638490292,0.26738439312274825,5.170387486901547e-05,25,40,0.040288617535861077,0.9320396228552468,0.9663186115285028,95,10,0.2752777904362227,0.9652121920052186,0.7754914971589979,104,-0.746182340555384,0.3011640253894141,-1.3364638303186358,-0.15590085079213234,0.013224675319767273,0.3011640253894141,-2.0419865564834248,0.5496218753726567,0.13151647126443228,2,0.9102495270255935,0.1280953545653654,4.004936652064846,0.1350016435690282,50.06163208676848,False,0.4047405922828017,False,False,False
1.0,Fusicatenibacter,-0.048848210970333206,0.21650738166335487,0.8220563604860278,30,59,-0.25267047891623173,0.2345298646184775,0.2865961807696827,25,40,0.29096546020115915,0.8690531044141452,0.7441097818072582,95,10,0.3291855903242705,0.9174112255949649,0.7197296728958416,104,-0.12856982000041106,0.15648398363590754,-0.43527842792678983,0.1781387879259677,0.4112952062070496,0.15648398363590754,-0.8018660593451751,0.544726419344353,0.497654062112975,2,0.3243134632184038,0.0,0.6486269264368076,0.7230235655604335,0.0,False,0.5354394666019212,False,False,False
1.0,Fusobacterium,0.761217625524421,0.4367853116466851,0.08611750916916341,30,59,-1.1186375381377291,0.5797266496407688,0.059163559032198186,25,40,-1.1252593971125844,0.7785640193221522,0.17926639129224858,95,10,-1.0022148192683673,0.8643910408642342,0.24627439585322408,104,-0.4145065904893313,0.705548073334815,-1.7973808142255685,0.968367633246906,0.5568707126348849,0.705548073334815,-3.4502349341552265,2.6212217531765636,0.6163639722417648,2,0.8351136792286631,1.134651742645829,8.704800646593341,0.012875869209461164,77.02417227920427,False,0.049530174603155286,True,False,False
1.0,Haemophilus,0.2500382849143282,0.3652195538612667,0.4957650999853822,30,59,-0.18335651645389672,0.4125687063652763,0.6583493202712196,25,40,-0.14173741838567877,0.9527019319597434,0.8846015038488386,95,10,0.04099063959978222,0.9512108936809663,0.9656273083331476,104,0.04429909873403651,0.2628501901192258,-0.470887273899646,0.559485471367719,0.866163482992909,0.2628501901192258,-1.0866539892836,1.1752521867516732,0.88166603675642,2,0.32997800125882637,0.0,0.6599560025176527,0.7189395490230224,0.0,False,0.2802596796845801,False,False,False
1.0,Hungatella,-0.04635188917251476,0.2369072868330247,0.8456333962945898,30,59,-0.6188896081125685,0.30183614502720657,0.04588157081778591,25,40,0.5030426545622684,0.2561039317389152,0.056865357044872625,95,10,0.6126240456830241,0.28650300698095044,0.0324939127053937,104,-0.03784562364334062,0.3065293044077107,-0.6386430602824537,0.5629518129957723,0.9017389318757677,0.31931581431887357,-1.4117506837575884,1.336059436470907,0.9164857829685691,2,1.0851676942138058,0.21169407259052858,8.100559934089638,0.017417497631484574,75.31034871326132,False,0.559121891480001,False,False,False
1.0,Intestinimonas,-0.8216950702438619,0.2188488250368777,0.00031359723034028557,30,59,0.091657821408345,0.2077642814223929,0.6609255331127797,25,40,0.7545450510141556,0.6541351473027738,0.27270210283366186,95,10,0.5776712580361105,0.7329715572347854,0.43062514965792364,104,-0.12795905110828826,0.4140329588065658,-0.9394636503691574,0.6835455481525807,0.7572795147488904,0.43114111302328645,-1.9830095379421644,1.727091435725588,0.7946108675327264,2,1.0843489136064037,0.3884584491176441,11.82615698159004,0.002703850283682236,83.08833543209828,False,0.011670343797202493,True,False,False
1.0,Klebsiella,0.1810341443813681,0.44754186864513035,0.687312123762855,30,59,-1.2067328961522994,0.3997104974900933,0.003973167674461903,25,40,-1.2215555705573036,0.8186213550623068,0.16461911096049997,95,10,-1.200014845669876,0.9355338575409408,0.19959511449973932,104,-0.6890160917111895,0.5177639866236914,-1.7038335054936247,0.32580132207124557,0.1832702255297045,0.5177639866236914,-2.9167747220959717,1.538742538673593,0.3147093921191607,2,0.8489040361771769,0.5136784841104239,5.872716079864035,0.05305861463955404,65.94420753869811,False,0.45969088919863804,False,False,False
1.0,Lachnospira,2.0128269450013696,0.32777164962849736,4.5866597991235916e-08,30,59,1.8277674549025076,0.24280767946117346,6.382352464688706e-10,25,40,-0.2965344954416484,0.7858332540741643,0.7131045219752288,95,10,-0.2538578146715035,0.8356393909838769,0.7612888667389446,104,1.4980154636336354,0.43478832471999423,0.6458303471824467,2.350200580084824,0.000570235434275071,0.6148656874775902,-1.1475380649883131,4.143568992255584,0.1351448664411863,2,1.999883829426211,0.38410071198061096,7.520559129576824,0.02327723197074836,73.40623262791183,False,2.574771197495528e-07,True,True,False
1.0,Lachnospiraceae NC2004 group,0.7584400179779762,0.1742572433594408,3.695772669250909e-05,30,59,-0.3784986997008116,0.20586190082886294,0.07368853078006136,25,40,-0.5288748152091054,0.4748506006556864,0.29091430356557435,95,10,-0.560990673978469,0.5144926679360776,0.2755473639807613,104,-0.0028831631435980703,0.4605874566385847,-0.905634578155224,0.8998682518680279,0.9950054733320558,0.4605874566385847,-1.984631040713408,1.9788647144262117,0.9955737304400775,2,0.7990942917475982,0.54824442750546,20.485665916991934,3.5611819795078035e-05,90.23707597251652,False,1.872210614720233e-05,True,False,False
1.0,Lachnospiraceae ND3007 group,1.3036906297912643,0.19119675172253026,1.3520027140826345e-09,30,59,2.3608725155387016,0.24832916501108188,2.072329946605919e-13,25,40,0.6947513098193268,0.6576449542329695,0.3117391793386771,95,10,0.5955466594135865,0.7197735647675195,0.4080056479939814,104,1.5658707435502586,0.45596037119878163,0.6721884160006466,2.4595530710998705,0.000594249563992632,0.46771676309546495,-0.44655206390708724,3.5782935510076044,0.07881495098756468,2,1.052232408291908,0.4882484068446921,13.584633226235393,0.001122365673108793,85.27748252976393,True,1.9378258342727404e-08,True,True,False
1.0,Lachnospiraceae NK4A136 group,0.9231661648198484,0.19671020026550542,9.950016222765484e-06,30,59,0.6974491233886018,0.28507713048345,0.01873114372597499,25,40,-0.014351118073517743,0.8154342476957886,0.9862525164749265,95,10,-0.18418141956273149,0.8904435114232161,0.8361329885493958,104,0.817563482651804,0.15880634462287502,0.506303047190969,1.128823918112639,2.6302748357715234e-07,0.15880634462287502,0.13427493046712458,1.5008520348364836,0.035721105941069524,2,0.7532791131922352,0.0,1.5065582263844703,0.4708201461531276,0.0,False,7.212097048464823e-06,True,True,False
