"sample_id","title","group","processing_plate","score","program","family"
"GSM1559988","hepatocellular carcinoma [M795_plate4_F01]","HCC","plate4",-0.0916182581752051,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559989","cirrhosis [M796_plate4_F02]","Cirrhosis","plate4",-0.223693014583142,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559990","hepatocellular carcinoma [M797_plate4_F03]","HCC","plate4",0.0754564640248992,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559991","cirrhosis [M798_plate4_F04]","Cirrhosis","plate4",-0.230621866054011,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559992","hepatocellular carcinoma [M799_plate4_F05]","HCC","plate4",0.0560827035952121,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559993","cirrhosis [M800_plate4_F06]","Cirrhosis","plate4",-0.243580035991454,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559994","hepatocellular carcinoma [M801_plate4_F07]","HCC","plate4",-0.048289492487647,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559995","cirrhosis [M802_plate4_F08]","Cirrhosis","plate4",-0.258309085239242,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559996","hepatocellular carcinoma [M803_plate4_F09]","HCC","plate4",0.337831862755458,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559997","cirrhosis [M804_plate4_F10]","Cirrhosis","plate4",-0.295177360429864,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559998","hepatocellular carcinoma [M805_plate1_H07]","HCC","plate1",0.17907661820197,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559999","hepatocellular carcinoma [M807_plate4_F11]","HCC","plate4",0.22817064301684,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1560000","cirrhosis [M808_plate4_F12]","Cirrhosis","plate4",0.159436622540252,"cell_division","primary_PRJEB54571_GO_programs"
"GSM1559605","cirrhosis [B108_placa96-3_F01]","Cirrhosis","plate96_3",-0.154703021030468,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559606","hepatocellular carcinoma [B109_placa96-3_F02]","HCC","plate96_3",0.639676806048259,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559607","cirrhosis [B110_placa96-3_F03]","Cirrhosis","plate96_3",0.119744131389959,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559608","hepatocellular carcinoma [B111_placa96-3_F04]","HCC","plate96_3",0.106498563686407,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559609","hepatocellular carcinoma [B131_plate4_H06]","HCC","plate4",0.277656740576711,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559610","cirrhosis [B134_placa96-3_F05]","Cirrhosis","plate96_3",-0.420796727279152,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559611","hepatocellular carcinoma [B135_placa96-3_F06]","HCC","plate96_3",0.0953953462198412,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559612","cirrhosis [B146_placa96-3_F07]","Cirrhosis","plate96_3",0.012420486016718,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559613","hepatocellular carcinoma [B147_placa96-3_F08]","HCC","plate96_3",-0.0604024122943288,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559614","cirrhosis [B150_placa96-3_F09]","Cirrhosis","plate96_3",-0.429558810768978,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559615","hepatocellular carcinoma [B151_placa96-3_F10]","HCC","plate96_3",0.14167305283342,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559616","cirrhosis [B152_placa96-3_F11]","Cirrhosis","plate96_3",-0.436675713196962,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559617","hepatocellular carcinoma [B153_placa96-3_F12]","HCC","plate96_3",-0.0583710412774372,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559618","cirrhosis [B156_placa96-3_G01]","Cirrhosis","plate96_3",-0.549571390825296,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559619","hepatocellular carcinoma [B157_placa96-3_G02]","HCC","plate96_3",0.0955411712390117,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559620","cirrhosis [B158_placa96-3_G03]","Cirrhosis","plate96_3",-0.36340751537147,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559621","hepatocellular carcinoma [B159_placa96-3_G04]","HCC","plate96_3",0.0580269232826394,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559622","cirrhosis [B160_placa96-3_G05]","Cirrhosis","plate96_3",-0.300686498361888,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559623","hepatocellular carcinoma [B161_placa96-3_G06]","HCC","plate96_3",0.0198747638105562,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559624","cirrhosis [B166_placa96-3_G07]","Cirrhosis","plate96_3",-0.080391628783021,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559625","hepatocellular carcinoma [B167_placa96-3_G08]","HCC","plate96_3",0.831190747811882,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559626","cirrhosis [B168_placa96-3_G09]","Cirrhosis","plate96_3",-0.0384233816985695,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559627","hepatocellular carcinoma [B169_placa96-3_G10]","HCC","plate96_3",-0.0963693245832109,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559628","cirrhosis [B174_placa96-3_G11]","Cirrhosis","plate96_3",-0.50247353693185,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559629","hepatocellular carcinoma [B175_placa96-3_G12]","HCC","plate96_3",0.763781684559924,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559630","cirrhosis [B178_plate4_G01]","Cirrhosis","plate4",-0.326320381496919,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559631","hepatocellular carcinoma [B179_plate4_G02]","HCC","plate4",-0.153901945436751,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559632","cirrhosis [B180_plate4_G03]","Cirrhosis","plate4",-0.138600702171252,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559633","hepatocellular carcinoma [B181_plate4_G04]","HCC","plate4",0.274162453244652,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559634","hepatocellular carcinoma [B209_plate4_H07]","HCC","plate4",0.15167014032882,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559635","cirrhosis [B214_plate4_G05]","Cirrhosis","plate4",-0.449206579908835,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559636","hepatocellular carcinoma [B215_plate4_G06]","HCC","plate4",0.699620102219101,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559637","cirrhosis [B230_plate4_G07]","Cirrhosis","plate4",-0.174831090508468,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559638","hepatocellular carcinoma [B231_plate4_G08]","HCC","plate4",-0.109455303243486,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559639","cirrhosis [B232_plate4_G09]","Cirrhosis","plate4",-0.389963626249765,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559640","hepatocellular carcinoma [B233_plate4_G10]","HCC","plate4",-0.164501761961125,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559641","cirrhosis [B236_plate4_G11]","Cirrhosis","plate4",-0.381595284736988,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559642","hepatocellular carcinoma [B237_plate4_G12]","HCC","plate4",-0.129507066809895,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559643","cirrhosis [B238_plate24_1_C05]","Cirrhosis","plate24_1",-0.362877341202585,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559644","hepatocellular carcinoma [B239_plate24_1_D05]","HCC","plate24_1",-0.00177536210235817,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559645","cirrhosis [B242_plate24_1_E05]","Cirrhosis","plate24_1",-0.393213350803175,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559646","hepatocellular carcinoma [B243_plate24_1_F05]","HCC","plate24_1",0.350655474217182,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559647","cirrhosis [B246_plate24_1_G05]","Cirrhosis","plate24_1",-0.0716381291477261,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559648","hepatocellular carcinoma [B247_plate24_1_H05]","HCC","plate24_1",-0.138108710638541,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559649","cirrhosis [B264_plate24_1_A07]","Cirrhosis","plate24_1",-1.22966985540827,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559650","hepatocellular carcinoma [B265_plate24_1_B07]","HCC","plate24_1",0.0458976340239697,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559651","cirrhosis [B294_plate24_1_C07]","Cirrhosis","plate24_1",-0.27982470320083,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559652","hepatocellular carcinoma [B295_plate24_1_D07]","HCC","plate24_1",-0.372380067820123,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559653","cirrhosis [B298_plate24_1_E07]","Cirrhosis","plate24_1",-0.186513600647389,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559654","hepatocellular carcinoma [B299_plate24_1_F07]","HCC","plate24_1",0.453347311527658,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559655","cirrhosis [B300_plate24_1_G07]","Cirrhosis","plate24_1",-0.923062675092639,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559656","hepatocellular carcinoma [B301_plate24_1_H07]","HCC","plate24_1",0.762164917985028,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559657","cirrhosis [B306_plate24 2_G05]","Cirrhosis","plate24_2",-0.115363013814723,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559658","hepatocellular carcinoma [B307_plate24 2_H05]","HCC","plate24_2",-0.291728121423181,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559659","cirrhosis [B316_plate24 2_A07]","Cirrhosis","plate24_2",-0.240066187130224,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559660","hepatocellular carcinoma [B317_plate24 2_B07]","HCC","plate24_2",0.167891016707477,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559661","cirrhosis [B318_plate24 2_C07]","Cirrhosis","plate24_2",-0.417484464616422,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559662","hepatocellular carcinoma [B319_plate24 2_D07]","HCC","plate24_2",1.28423717904371,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559663","cirrhosis [B324_plate24 2_E07]","Cirrhosis","plate24_2",0.133496576952114,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559664","hepatocellular carcinoma [B325_plate24 2_F07]","HCC","plate24_2",-0.340065459957289,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559665","hepatocellular carcinoma [M207_plate1_A01]","HCC","plate1",0.0947877071625983,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559666","cirrhosis [M208_plate1_A02]","Cirrhosis","plate1",-0.191500230961123,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559667","hepatocellular carcinoma [M209_plate1_A03]","HCC","plate1",0.0391192019172,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559668","cirrhosis [M210_plate1_A04]","Cirrhosis","plate1",-0.506002293927669,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559669","hepatocellular carcinoma [M213_plate1_A05]","HCC","plate1",0.532251295337687,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559670","cirrhosis [M214_plate1_A06]","Cirrhosis","plate1",-0.12648789069419,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559671","hepatocellular carcinoma [M223_plate1_A07]","HCC","plate1",-0.163213816212402,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559672","cirrhosis [M224_plate1_A08]","Cirrhosis","plate1",-0.598150756907453,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559673","hepatocellular carcinoma [M229_plate1_A09]","HCC","plate1",0.293635184998965,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559674","cirrhosis [M230_plate1_A10]","Cirrhosis","plate1",-0.522761743076168,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559675","hepatocellular carcinoma [M233_plate1_A11]","HCC","plate1",0.185070411222435,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559676","cirrhosis [M234_plate1_A12]","Cirrhosis","plate1",-0.518684480644641,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559677","hepatocellular carcinoma [M235_plate1_B01]","HCC","plate1",-0.193208584066584,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559678","cirrhosis [M236_plate1_B02]","Cirrhosis","plate1",-0.414049766797985,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559679","hepatocellular carcinoma [M237_plate1_B03]","HCC","plate1",0.244219618595554,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559680","cirrhosis [M238_plate1_B04]","Cirrhosis","plate1",-0.356350653647628,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559681","hepatocellular carcinoma [M243_plate1_B05]","HCC","plate1",0.350436750072306,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559682","cirrhosis [M244_plate1_B06]","Cirrhosis","plate1",-0.0130701189310165,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559683","hepatocellular carcinoma [M247_plate1_B07]","HCC","plate1",0.293870392252654,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559684","cirrhosis [M248_plate1_B08]","Cirrhosis","plate1",-0.228830585690009,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559685","hepatocellular carcinoma [M253_plate1_B09]","HCC","plate1",0.144589897591739,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559686","cirrhosis [M254_plate1_B10]","Cirrhosis","plate1",-0.380574597892738,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559687","hepatocellular carcinoma [M255_plate1_B11]","HCC","plate1",0.0881827852772494,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559688","cirrhosis [M256_plate1_B12]","Cirrhosis","plate1",-0.48263618017087,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559689","hepatocellular carcinoma [M257_plate24 2_G07]","HCC","plate24_2",0.474198959228234,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559690","hepatocellular carcinoma [M261_plate1_C01]","HCC","plate1",-0.0847235912837712,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559691","cirrhosis [M262_plate1_C02]","Cirrhosis","plate1",-0.207184418578214,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559692","hepatocellular carcinoma [M265_plate1_G02]","HCC","plate1",0.124085818178259,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559693","hepatocellular carcinoma [M267_plate1_C03]","HCC","plate1",-0.396843479777454,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559694","cirrhosis [M268_plate1_C04]","Cirrhosis","plate1",-0.217943148343347,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559695","hepatocellular carcinoma [M269_plate1_G03]","HCC","plate1",-0.332403052433351,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559696","hepatocellular carcinoma [M271_plate1_G04]","HCC","plate1",0.497520257093915,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559697","hepatocellular carcinoma [M275_plate1_C05]","HCC","plate1",0.384999578235773,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559698","cirrhosis [M276_plate1_C06]","Cirrhosis","plate1",-0.0791442829981377,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559699","hepatocellular carcinoma [M279_plate1_C07]","HCC","plate1",-0.0657456269074892,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559700","cirrhosis [M280_plate1_C08]","Cirrhosis","plate1",0.810880478891705,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559701","hepatocellular carcinoma [M305_plate1_C09]","HCC","plate1",0.186684693203472,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559702","cirrhosis [M306_plate1_C10]","Cirrhosis","plate1",-0.20006817633696,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559703","hepatocellular carcinoma [M311_plate1_C11]","HCC","plate1",0.363397721794528,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559704","cirrhosis [M312_plate1_C12]","Cirrhosis","plate1",0.179165249929345,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559705","hepatocellular carcinoma [M319_plate1_D01]","HCC","plate1",-0.065680499798995,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559706","cirrhosis [M320_plate1_D02]","Cirrhosis","plate1",-0.137074865534615,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559707","hepatocellular carcinoma [M321_plate1_G05]","HCC","plate1",0.893744266561015,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559708","hepatocellular carcinoma [M325_plate1_D03_2]","HCC","plate1",-0.261470723928874,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559709","cirrhosis [M326_plate1_D04]","Cirrhosis","plate1",-0.569050734997799,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559710","hepatocellular carcinoma [M327_plate1_D05]","HCC","plate1",0.842947907877164,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559711","cirrhosis [M328_plate1_D06]","Cirrhosis","plate1",0.21006908900338,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559712","hepatocellular carcinoma [M329_plate1_G06]","HCC","plate1",0.395689207573474,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559713","hepatocellular carcinoma [M335_plate1_G07]","HCC","plate1",-0.214147243797326,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559714","hepatocellular carcinoma [M337_plate1_G08]","HCC","plate1",-0.38858414598786,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559715","hepatocellular carcinoma [M339_plate1_D07]","HCC","plate1",-0.335496285997843,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559716","cirrhosis [M340_plate1_D08]","Cirrhosis","plate1",-0.213204954150085,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559717","hepatocellular carcinoma [M345_plate1_D09]","HCC","plate1",0.202466377901336,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559718","cirrhosis [M346_plate1_D10]","Cirrhosis","plate1",0.252829894756479,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559719","hepatocellular carcinoma [M353_plate1_G09]","HCC","plate1",0.31939479309972,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559720","hepatocellular carcinoma [M357_plate1_D11]","HCC","plate1",0.684739895770615,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559721","cirrhosis [M358_plate1_D12]","Cirrhosis","plate1",-0.307271709407222,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559722","hepatocellular carcinoma [M363_plate1_E01]","HCC","plate1",0.170616678542505,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559723","cirrhosis [M364_plate1_E02]","Cirrhosis","plate1",-0.43186558824272,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559724","hepatocellular carcinoma [M369_plate1_G10]","HCC","plate1",-0.04116484679593,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559725","hepatocellular carcinoma [M371_plate1_E03]","HCC","plate1",-0.194025640462391,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559726","cirrhosis [M372_plate1_E04]","Cirrhosis","plate1",-0.874567069071239,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559727","hepatocellular carcinoma [M373_plate1_E05]","HCC","plate1",-0.308954778329298,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559728","cirrhosis [M374_plate1_E06]","Cirrhosis","plate1",-0.460880789833325,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559729","hepatocellular carcinoma [M375_plate1_G11]","HCC","plate1",0.548779972087433,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559730","hepatocellular carcinoma [M379_plate1_E07]","HCC","plate1",-0.0257016019376882,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559731","cirrhosis [M380_plate1_E08]","Cirrhosis","plate1",-0.355916563161982,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559732","hepatocellular carcinoma [M385_plate1_E09]","HCC","plate1",0.396477816299641,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559733","cirrhosis [M386_plate1_E10]","Cirrhosis","plate1",-0.544233725794607,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559734","hepatocellular carcinoma [M391_plate1_E11]","HCC","plate1",-0.436840461808769,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559735","cirrhosis [M392_plate1_E12]","Cirrhosis","plate1",-0.433136701406652,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559736","hepatocellular carcinoma [M393_plate1_F01]","HCC","plate1",0.474563109339521,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559737","cirrhosis [M394_plate1_F02]","Cirrhosis","plate1",0.0235205624104661,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559738","hepatocellular carcinoma [M397_plate1_G12]","HCC","plate1",0.155278519611583,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559739","hepatocellular carcinoma [M399_plate1_F03]","HCC","plate1",0.483886072536949,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559740","cirrhosis [M400_plate1_F04]","Cirrhosis","plate1",-0.352173722229972,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559741","hepatocellular carcinoma [M407_plate1_H01]","HCC","plate1",0.356176729599128,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559742","hepatocellular carcinoma [M411_plate1_F05]","HCC","plate1",0.0970692655872776,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559743","cirrhosis [M412_plate1_F06]","Cirrhosis","plate1",-0.046808386122576,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559744","hepatocellular carcinoma [M421_plate1_F07]","HCC","plate1",0.327811038034461,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559745","cirrhosis [M422_plate1_F08]","Cirrhosis","plate1",-0.179280329892441,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559746","hepatocellular carcinoma [M423_plate1_F09]","HCC","plate1",0.424072308848798,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559747","cirrhosis [M424_plate1_F10]","Cirrhosis","plate1",-0.282996080556964,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559748","hepatocellular carcinoma [M425_plate1_F11]","HCC","plate1",0.165144882809252,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559749","cirrhosis [M426_plate1_F12]","Cirrhosis","plate1",0.0231492060512813,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559750","hepatocellular carcinoma [M435_placa96_2_A01]","HCC","plate96_2",0.135894538537098,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559751","cirrhosis [M436_placa96_2_A02]","Cirrhosis","plate96_2",0.0328512230831617,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559752","hepatocellular carcinoma [M439_placa96_2_A03]","HCC","plate96_2",-0.173560516770604,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559753","cirrhosis [M440_placa96_2_A04]","Cirrhosis","plate96_2",-0.320435482653615,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559754","hepatocellular carcinoma [M443_plate1_H02]","HCC","plate1",0.15579293211942,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559755","hepatocellular carcinoma [M451_plate1_H03]","HCC","plate1",-0.162524952677324,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559756","hepatocellular carcinoma [M455_placa96_2_A05]","HCC","plate96_2",-0.0734993404664906,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559757","cirrhosis [M456_placa96_2_A06]","Cirrhosis","plate96_2",-0.541481593338251,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559758","hepatocellular carcinoma [M459_placa96_2_A07]","HCC","plate96_2",0.664966786205435,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559759","cirrhosis [M460_placa96_2_A08]","Cirrhosis","plate96_2",-0.666750611560246,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559760","hepatocellular carcinoma [M461_plate1_H04]","HCC","plate1",-0.362430886194348,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559761","hepatocellular carcinoma [M467_placa96_2_A09]","HCC","plate96_2",0.149133687380529,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559762","cirrhosis [M468_placa96_2_A10]","Cirrhosis","plate96_2",-0.12829239631874,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559763","hepatocellular carcinoma [M473_plate1_H05]","HCC","plate1",-0.591025882974185,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559764","hepatocellular carcinoma [M477_placa96_2_A11]","HCC","plate96_2",-0.287920589733551,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559765","cirrhosis [M478_placa96_2_A12]","Cirrhosis","plate96_2",-0.0690209440971046,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559766","hepatocellular carcinoma [M479_placa96_2_B01]","HCC","plate96_2",-0.0639637684185111,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559767","cirrhosis [M480_placa96_2_B02]","Cirrhosis","plate96_2",-0.472648092736486,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559768","hepatocellular carcinoma [M483_placa96_2_B03]","HCC","plate96_2",0.150032533033031,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
"GSM1559769","cirrhosis [M484_placa96_2_B04]","Cirrhosis","plate96_2",-0.184445478311106,"ribosome_biogenesis","primary_PRJEB54571_GO_programs"
