gene,mean_logCPM_control,mean_logCPM_GCA,log2FC_GCA_vs_control,welch_t,p_welch,q_bh
KANK3,4.896656466688722,5.697262041953743,0.8006055752650214,11.344088204899041,0.0004535524191572012,0.03771524872544873
FCF1,5.206542951537411,4.358201669118777,-0.8483412824186347,-14.756363373499438,0.00045482526812113923,0.03771524872544873
PLPP3,2.157826367838524,4.273283655553087,2.1154572877145625,10.895596151297992,0.00045590918512072805,0.03771524872544873
LRPAP1,7.094079994587805,7.538133924329259,0.44405392974145386,11.572054854048208,0.00045737612526368414,0.03771524872544873
WBP1,5.855045434363383,6.950841073745212,1.0957956393818291,18.546030973683646,0.0004616150585658434,0.03771524872544873
TLE5,8.694291966963986,9.213195858405038,0.5189038914410524,13.021589236184099,0.0004656850810181462,0.03771524872544873
P3H3,5.316242309453976,5.854679987792765,0.5384376783387887,11.560551303812861,0.00046601210646674186,0.03771524872544873
KDM1B,4.4508146013861944,3.5237599230826966,-0.9270546783034979,-11.168256117904749,0.0004683323212812832,0.03771524872544873
NFAM1,-0.5239904662561544,0.6181205367167238,1.1421110029728783,15.169037798498618,0.00047236314270005577,0.03771524872544873
PIP4P1,5.799607552509721,6.20338610340256,0.40377855089283976,12.62107968180144,0.0004733221774621296,0.03771524872544873
PAX6,2.099880610521044,0.8627849734884395,-1.2370956370326045,-11.492537530109079,0.0004738620740692492,0.03771524872544873
ZNF706,6.3835869642786145,6.112891603881021,-0.27069536039759345,-11.442485837095306,0.00047843665877865543,0.037841349480274275
TBC1D10A,5.058605879819463,5.968503227112642,0.9098973472931791,18.358918399285866,0.0004888820091459933,0.038057044098705105
CERCAM,5.809426558097717,6.314488360735235,0.5050618026375187,10.577617352608403,0.0004955805585483024,0.038057044098705105
IL2RB,-0.5566680847015278,0.04947938483159379,0.6061474695331216,11.005501235641228,0.0004998637241452687,0.038057044098705105
TP53INP2,3.63295744280861,5.0956657763841955,1.4627083335755855,10.856114188357115,0.0005030088680636362,0.038057044098705105
TIMM21,4.260347522753389,3.156458424700368,-1.1038890980530214,-10.305477476384693,0.0005032251968064752,0.038057044098705105
EIF1AD,5.3923170667617555,4.884923241566789,-0.5073938251949661,-10.276147108800227,0.0005057319898971826,0.038057044098705105
KLF2,7.0341669994804255,6.453957302172108,-0.5802096973083177,-10.710746782968505,0.0005079569131702498,0.038057044098705105
TRIM47,7.337740721527804,7.822335434457766,0.4845947129299617,13.617612253715256,0.0005087748095501227,0.038057044098705105
DSCC1,5.514213370149261,4.417725976493398,-1.0964873936558632,-12.59728106206772,0.0005102919502867883,0.038057044098705105
KLK5,2.6416988505759487,4.317485510584213,1.675786660008264,22.026698885413097,0.0005161834139923271,0.038057044098705105
ATG2A,5.308848705019578,6.045565883544551,0.7367171785249731,10.213584927592176,0.0005194544068713813,0.038057044098705105
LRRC41,6.690124485863183,7.217988782651209,0.5278642967880254,13.08499222793549,0.0005204923172829814,0.038057044098705105
MYD88,5.007268241774262,5.943068886937614,0.9358006451633525,13.076465365525374,0.0005230435610848593,0.038057044098705105
SMIM15,5.693348099752696,5.0357706403618145,-0.6575774593908816,-10.625942155849339,0.0005292540305478587,0.038057044098705105
RAB4B,4.383008488549142,5.079900581151335,0.6968920926021935,10.456266080060157,0.000537359658014938,0.038057044098705105
SFXN4,6.109997343868511,5.427906150190792,-0.682091193677719,-10.198071901245443,0.0005392919807603833,0.038057044098705105
C1QL1,3.9010839628710365,5.3112288310992115,1.410144868228175,14.802480186189376,0.0005394934860978804,0.038057044098705105
FGFBP1,2.40409562559544,4.6333793064523086,2.2292836808568683,11.169790852666168,0.000540553181948321,0.038057044098705105
CYTH2,5.442081824327153,6.040413608723358,0.5983317843962048,12.981986082079077,0.0005409718985005709,0.038057044098705105
ERBB2,6.988108808201368,7.727672173250677,0.7395633650493094,10.165173481629417,0.0005425776355940426,0.038057044098705105
HRCT1,-0.5989410929364691,0.3208842434350086,0.9198253363714777,10.293244261128077,0.0005443164742683227,0.038057044098705105
KRTCAP2,6.230659274976049,6.461757464681188,0.23109818970513896,10.058192432309935,0.0005495748694422243,0.03811282245840992
PITPNM1,7.431263078920157,8.173276271858159,0.7420131929380016,10.105026037635431,0.0005511376143728973,0.03811282245840992
EIF2B1,5.472561685296632,4.6707209786523505,-0.8018407066442812,-9.973534789802084,0.0005722955241399588,0.039360868793430315
MARCHF2,4.947412332747628,6.027478180094943,1.0800658473473153,10.378857991454835,0.0005846355140942877,0.03987607152456511
MFNG,1.346562661715441,2.2747810840586116,0.9282184223431706,10.1175922637109,0.0005860884475360815,0.03987607152456511
