gene,mean_logCPM_control,mean_logCPM_GCA,log2FC_GCA_vs_control,welch_t,p_welch,q_bh
OLFM2,5.6685970288679,6.58612228433411,0.9175252554662094,3.2912060916772057,0.04556700876332507,0.15443237704870882
ADIPOR1,7.5997541743213155,7.385187256304618,-0.2145669180166978,-2.9110028955706353,0.04565301541972972,0.15468243912628638
CRYL1,4.712147515813258,5.431841109382019,0.7196935935687616,3.139629291448834,0.04573662441321754,0.15492424570376553
TNPO3,5.999983198345393,5.366287758154976,-0.6336954401904169,-3.314912668536696,0.045770578237576694,0.15499777029610196
CRTC1,5.216117944457692,5.872637471747979,0.6565195272902864,3.3583341467011203,0.04578746176981623,0.15501346407090008
DHRS2,3.596676866651135,2.73018211307467,-0.8664947535764647,-2.918856494278092,0.045849423177755914,0.1551817197952664
CRYBG1,3.698405259664893,3.346487342346436,-0.351917917318457,-2.8625758037285265,0.04586527062035583,0.155193850187327
NFKBIL1,5.386856679650426,5.650695417578663,0.2638387379282374,2.8804626117751955,0.04591091983742392,0.15527315391910157
ATP6V0E2,5.849352598714037,6.564371632762558,0.7150190340485212,4.217428984595046,0.045924439253728445,0.15527315391910157
PSMB8,0.2621196243098321,0.9507526565822276,0.6886330322723955,3.5750067202816216,0.04592551680120088,0.15527315391910157
ZNF330,4.685425997252959,4.198819130720972,-0.4866068665319867,-2.8620135947846346,0.045946566077709916,0.15527927569006642
PSMA1,7.6069077607219535,7.162404812059735,-0.44450294866221896,-3.2538358776836342,0.04595186783558267,0.15527927569006642
TENT5B,3.888528109590077,4.511112755133085,0.6225846455430077,4.445079494426935,0.04599655141045222,0.1553887768551182
SRPK2,4.8567575302169095,4.399004012199106,-0.4577535180178032,-2.8706935311806663,0.04602575683270013,0.1554459441467361
SPNS3,0.28023654783661267,1.6629733461092415,1.3827367982726289,4.053168635340687,0.046055110255136686,0.15546622470797936
NDUFAF5,3.5808779158872404,2.9752332669232437,-0.6056446489639966,-3.8941644632425536,0.04606247198323374,0.15546622470797936
WDR12,5.700533570388617,5.056663921997855,-0.643869648390762,-3.9457487909902365,0.04606861656696346,0.15546622470797936
ORC1,5.860265762372127,4.8559128289271145,-1.0043529334450128,-3.5107612224570794,0.04608655932877638,0.15548531279809785
USP28,3.7351416459606437,2.8701471104490763,-0.8649945355115674,-2.915311430857864,0.0461312602288258,0.1555568555347934
EME2,2.598706645297621,3.1076356347896663,0.5089289894920452,3.0184291541165016,0.04615211425528236,0.1555568555347934
MTCH2,7.062403948209957,6.656248245235173,-0.4061557029747842,-2.9515053379805924,0.046153224808307754,0.1555568555347934
CPSF3,5.63342235287357,5.0333212804311,-0.6001010724424702,-4.1961207002224965,0.04615693342814296,0.1555568555347934
TPCN1,5.35272964323122,5.704186627635022,0.3514569844038018,2.897562286560209,0.046173080985686746,0.15556984554682263
CHCHD3,6.381145475082353,5.729333834665561,-0.651811640416792,-4.420529086362734,0.04619212454918451,0.15559258348946764
IMPA1,5.332662105764833,5.019842476614464,-0.3128196291503693,-2.878864412657631,0.04626902934678769,0.15581015603608253
MCM7,9.74198944819702,9.120856216256106,-0.6211332319409131,-4.090952497014706,0.04628953854718928,0.15583775214543238
ADAT1,3.9517870591910547,3.5327858461452757,-0.419001213045779,-3.6138658162524346,0.04630854562952019,0.15586027790999415
CERS6,5.883601017863243,5.175761897110617,-0.7078391207526256,-3.502221149740702,0.04633332781886774,0.15589359487373056
SLC22A17,3.355623380906291,4.283467823499725,0.9278444425934342,3.84424865480209,0.046357638527620725,0.15589359487373056
RBKS,1.2288950287378348,1.7752574944167414,0.5463624656789066,3.9395015173109926,0.04635885482310682,0.15589359487373056
ZNF512,3.8534666101595785,3.4580983259347513,-0.39536828422482717,-4.220113174283036,0.0463677195657623,0.15589359487373056
HNF1B,2.8499671139249343,3.0418111330731232,0.19184401914818894,2.8897835711009057,0.04638226795201173,0.15590108922515497
MAT1A,1.1770506248787327,2.1011283238057614,0.9240776989270287,3.0246792746518127,0.04645398076048563,0.15608397685397396
RTL8C,5.918409077704093,6.191691874874889,0.2732827971707952,2.881509323798004,0.04646175749153794,0.15608397685397396
THUMPD3,4.599445752687573,4.023689805050328,-0.5757559476372451,-3.641555686910046,0.04647368034656451,0.15608397685397396
TPD52L2,8.65414629962718,8.242739257653541,-0.4114070419736393,-3.748037949855065,0.04649969188184345,0.15608977777839425
POLD3,3.4398141369518243,2.6812261512846853,-0.7585879856671389,-3.448638046490667,0.04650007603512812,0.15608977777839425
AZIN1,7.5973373280168675,6.755904983460276,-0.8414323445565914,-4.349460199621776,0.04653184362402434,0.15612375928904174
LRP5,7.377238283989686,7.941705402073829,0.564467118084143,3.85740571989117,0.046534873175682764,0.15612375928904174
MEGF6,4.484366075360026,5.575483598594023,1.0911175232339971,3.224330737127209,0.04660658434446365,0.15623689354222794
MTF1,4.3386074876725145,3.9170699151618944,-0.4215375725106201,-2.8454275589451887,0.046612943083678735,0.15623689354222794
PCSK7,5.116735205302503,4.860081433693902,-0.25665377160860103,-2.872886503340132,0.046629958746887704,0.15623689354222794
C15orf62,-0.4510156780731602,0.32851283845301366,0.7795285165261738,3.7308152585553502,0.046631901205346604,0.15623689354222794
METTL17,6.00840968242973,5.780900126936849,-0.22750955549288054,-2.87317680334993,0.046637677757180446,0.15623689354222794
ACD,6.31340141841935,6.028592218454342,-0.2848091999650073,-4.146383156046867,0.046642669601148726,0.15623689354222794
GDI2,6.783399750098206,6.290621856220885,-0.49277789387732085,-3.0248109662575593,0.04669827319372818,0.15638175370908441
BLMH,5.592188524656468,4.948647764110618,-0.6435407605458501,-2.8603382896062146,0.046732617781759925,0.1564553645577174
TOB1,6.291924935595863,6.753192129190061,0.4612671935941979,3.836318737900524,0.046760207675416984,0.1565063285195456
DDX6,6.449372238766521,5.900021139119119,-0.549351099647402,-2.841990004548178,0.04681414857227742,0.15657309001141176
UBALD2,6.98859416030547,7.325789027117607,0.33719486681213695,3.521986542802482,0.046817641784687246,0.15657309001141176
CAP1,7.554972495793984,7.241687148957638,-0.3132853468363459,-3.3585494659782116,0.04681966066386894,0.15657309001141176
ILVBL,6.974523408181653,7.305548817904452,0.33102540972279826,3.249597726114695,0.04684521607424777,0.15657309001141176
ALKBH1,4.327136837585521,4.0034764124674265,-0.3236604251180948,-4.123557339668314,0.046849065720074946,0.15657309001141176
PSMD5,5.09118120987555,4.611580384906122,-0.47960082496942746,-2.841743707529645,0.04687650313263775,0.15657309001141176
GTF2A1,4.918305307424807,4.216121191816705,-0.7021841156081017,-3.2704804480009066,0.04688868606997287,0.15657309001141176
P2RX4,4.292375530762357,5.122776213563278,0.8304006828009216,4.39101106679156,0.04688874379380794,0.15657309001141176
ARL6IP5,5.252059659315186,5.347276939726503,0.09521728041131716,3.727381651874262,0.04689150621440147,0.15657309001141176
LARS1,5.948764715454594,5.234154293049077,-0.7146104224055172,-2.929277652086146,0.046906514183523075,0.15658188789039423
PTRHD1,5.1091092843397306,5.577901086531722,0.46879180219199146,3.1261571421226577,0.04693242878072663,0.15660519006797383
OVOL1,4.887262484284815,5.528270758086869,0.6410082738020542,3.1150401042160216,0.046938244640681526,0.15660519006797383
FAM98A,4.696111653086038,4.323353433264239,-0.37275821982179913,-2.8376513216874777,0.04704401058028261,0.1569166984431936
INO80B,4.373628066926656,4.899184680948951,0.5255566140222951,3.2140399017242878,0.04707043942410512,0.15693181342160836
CSNK1G2,8.270928082719665,8.473502619493681,0.2025745367740157,3.9536371702139617,0.047073343638753484,0.15693181342160836
B3GALNT2,4.884735917889178,4.135043153706426,-0.7496927641827522,-3.209790029258975,0.047115847966359564,0.15703214538169089
SERPINH1,7.623227789231737,7.078131850150606,-0.545095939081131,-3.3995961891598205,0.047130536946974125,0.15703974330277976
SNRPB2,5.71818667049077,5.342805692402497,-0.3753809780882724,-3.1851676442238883,0.04714792896648572,0.15705634142428979
SLC38A3,1.911812247489653,2.5924344333199407,0.6806221858302877,3.119272495442623,0.04718756961432827,0.1571470245971906
ESRRA,7.468478624861447,7.6226163689100765,0.15413774404862934,3.0997791995347272,0.047267287215845756,0.1573710917433644
MSH5,4.776803428557254,4.186257271565365,-0.5905461569918886,-2.962982350000775,0.04730846798021268,0.15743862629821423
STK10,5.656068522620447,5.834088350223204,0.17801982760275692,3.2503800182547318,0.047312453244734,0.15743862629821423
UBE2B,5.772711296471781,5.439484372113848,-0.3332269243579322,-3.0013627044300053,0.04733192013112194,0.15744446724290553
CAPRIN1,7.816234702038973,7.348609011290713,-0.4676256907482603,-4.262653445186155,0.047343757923852765,0.15744446724290553
CWC27,4.1252279431627885,3.6286254025803806,-0.49660254058240794,-4.025789336851299,0.04736363419905428,0.15744446724290553
DCTD,6.48672939669174,6.132322283326861,-0.3544071133648794,-3.1650552282327373,0.04736610275939581,0.15744446724290553
QKI,4.276618951197039,3.183606210816947,-1.0930127403800922,-4.3043653322206135,0.04737641495543139,0.15744446724290553
SETD3,5.134532394104233,4.584159972790914,-0.5503724213133188,-2.846535325647571,0.047403287716473674,0.15747378277863214
NATD1,3.6287838964721004,4.264822564236335,0.6360386677642342,3.0159864253879816,0.04741012346002279,0.15747378277863214
OSGEPL1,2.982653767200787,2.2032686007421916,-0.7793851664585953,-3.0471159769179312,0.0474264928274141,0.15748681887455404
DUOX2,-0.013566392892460595,1.13758140870252,1.1511478015949805,4.014034393490579,0.04745729595303525,0.157547765027718
VARS2,5.551071409807551,5.924149620301466,0.3730782104939152,3.8551745347687456,0.04749567084042723,0.1576338092015753
UFD1,6.533773768125314,6.364421823485024,-0.16935194464028935,-2.890596584083515,0.04751051664946307,0.15764173786023994
TEAD3,5.731756850103589,6.091262986915613,0.3595061368120236,3.263596854283832,0.04752939910520467,0.15764754935230738
RPP40,3.72746503564562,3.213154663786952,-0.5143103718586679,-3.2574454771507715,0.04753718279955788,0.15764754935230738
CLEC11A,3.722468261923069,4.166855733046682,0.4443874711236129,3.871924990875999,0.047555766781218936,0.15764796393032524
LSM6,5.315314573275862,4.857614976380016,-0.4576995968958464,-3.6531356809365123,0.047562222543341116,0.15764796393032524
IQCB1,3.6630483705549644,2.5939304356639226,-1.0691179348910418,-3.352904830998691,0.047647358867061715,0.1578887998069301
COPS8,5.130336286716765,4.6801611434038355,-0.4501751433129293,-2.916763120632907,0.047718653681349615,0.15808365506216737
LSR,8.935496499196258,9.551224032154735,0.615727532958477,3.586595821873482,0.04778265604403431,0.15823823642454266
ILDR2,1.375278543367136,0.5458702709826592,-0.8294082723844768,-3.391417469341997,0.047813365982472794,0.15823823642454266
HROB,4.3821694893947045,3.663747944601474,-0.7184215447932307,-4.040565107523557,0.04781475943680862,0.15823823642454266
SHROOM2,3.8748602345900114,4.383710795012103,0.5088505604220916,4.138839120221193,0.04781533118035963,0.15823823642454266
PPWD1,3.0231094814992656,2.4756449818427324,-0.5474644996565332,-4.246882866966431,0.047913217670055616,0.1585207240822363
LOC101928841,0.0017178505757714836,0.8021658440672619,0.8004479934914904,3.8329380760788876,0.047953605214010035,0.15856911896988538
ENTPD7,3.7354596452399123,3.306527398515198,-0.4289322467247141,-3.1660644756759537,0.04795433881871732,0.15856911896988538
MMP9,0.4231037057429287,1.0777674130073018,0.6546637072643731,3.404400285931459,0.04797039560445853,0.15856911896988538
INPP5B,4.480994189185026,4.138602357185057,-0.3423918319999686,-3.0865293612022615,0.047984907679023955,0.15856911896988538
ELAC2,7.731510475279208,7.289300852627036,-0.4422096226521717,-2.9268369314381752,0.04800038040275204,0.15856911896988538
ZNF343,2.6418796394463757,2.190558762174259,-0.45132087727211667,-2.8562734198719975,0.048003026058761826,0.15856911896988538
FEZF1,-0.11138459012875752,0.4147652457758413,0.5261498359045989,3.37228727410579,0.0480177188376075,0.1585762609316083
UBALD1,5.551038518137165,5.794862609183151,0.2438240910459859,4.0829124547909155,0.048047236080933725,0.15863234349183833
MED30,5.216571789706385,5.104189682439996,-0.11238210726638886,-2.831366933015364,0.04807267510045622,0.15867493567977922
TSEN15,4.864159677330282,3.9787504817705313,-0.8854091955597512,-3.262691873897267,0.04811194206900017,0.15876313608427564
TUBB,11.441943278069905,10.876585989374236,-0.5653572886956688,-2.844128569478756,0.04815540207124295,0.1588400635731649
THOC5,6.440324305844698,5.955908516234718,-0.48441578960998033,-3.79570912788962,0.04817773089645801,0.1588400635731649
CXCR4,-0.15949126234496855,0.35249572461211165,0.5119869869570802,4.196303136869187,0.04818442881052795,0.1588400635731649
HOXA7,5.085140070695804,5.443568189314952,0.35842811861914825,2.9717096484478547,0.04818546061298933,0.1588400635731649
SLC26A11,4.138196918271106,4.770306597459149,0.6321096791880434,3.201463974617542,0.04827134078096739,0.1589880613631423
GRAMD4,4.954887430196867,5.671558307686119,0.7166708774892525,3.3223775615151143,0.0482829905587116,0.1589880613631423
RPS9,10.675046761061886,11.060809822134104,0.38576306107221825,2.8367900820095304,0.04828876696512717,0.1589880613631423
TRAPPC9,5.8150680317463275,6.1007379601256595,0.285669928379332,2.849102123743977,0.04829151297450789,0.1589880613631423
FAM104A,6.216905914919939,5.963114698892153,-0.25379121602778554,-4.01182503624414,0.048293173281700436,0.1589880613631423
PMP22,5.4228194023691145,5.265548441433999,-0.15727096093511594,-3.173450788278184,0.04832356991845078,0.15904675612951744
DBF4,4.840651505693821,3.8760583346807818,-0.9645931710130395,-4.268042593690933,0.048337173781079754,0.15905016489848267
LAMB2,6.0409384472446215,7.07740616206846,1.0364677148238384,3.4361482553521494,0.04840768826776767,0.1592186168982442
DNAJC6,3.545628181709588,3.1397589199979303,-0.4058692617116577,-2.8082292767719297,0.048422357515463185,0.1592186168982442
NGLY1,3.642032864253535,2.9751341858457216,-0.6668986784078133,-3.3047773781006726,0.04842611271760901,0.1592186168982442
CNOT1,7.237320416132693,6.687423009040027,-0.5498974070926659,-3.474930633178922,0.048450866790961465,0.1592586283739266
SNX22,3.9181986343342117,4.507769938795548,0.589571304461336,3.1250865536985213,0.048492643650644617,0.15935455865980463
TOMM22,7.624449838311798,7.284677475543791,-0.3397723627680067,-2.978078604220865,0.0485054649044164,0.15935531110212606
KNOP1,4.856295462692452,4.449671693471994,-0.40662376922045773,-2.8080243562919986,0.048533208997134564,0.15940507652705369
PCGF2,6.41191195818364,6.645819424640881,0.23390746645724114,4.312637650170587,0.04855068221305842,0.15942109066067833
ELP2,5.333642611327868,4.802965987173402,-0.5306766241544656,-3.4597339676084777,0.04857877334464028,0.15943403317595828
E2F7,4.478535165574136,3.305472359830288,-1.1730628057438475,-4.136031808022557,0.048579820776491124,0.15943403317595828
XPO4,4.48248087916154,3.6595924580792887,-0.8228884210822511,-3.024300114920557,0.04860874147378328,0.15948758707563584
GGT5,0.015480353625746105,0.8656262535877493,0.8501458999620032,2.9946134725178024,0.04862994971338809,0.15951581483227745
RBM8A,6.473903414047921,6.12036112858089,-0.35354228546703137,-3.4289571549555173,0.04871115506983176,0.1596920919110291
TWF1,6.767235020498937,6.354905252429248,-0.41232976806968935,-3.6849713659272068,0.04871681921021251,0.1596920919110291
MELTF,6.460050845611328,7.276675037304145,0.8166241916928163,3.7526060640577414,0.04872154617688529,0.1596920919110291
FASTKD2,4.699522772534704,4.137936976629053,-0.5615857959056507,-3.2573466633305483,0.04875671611182407,0.15976427048017375
TYW3,3.708702997384331,3.1923432061247525,-0.5163597912595783,-2.8017516000084375,0.0487726621151769,0.15976427048017375
CYFIP1,8.1137063411679,7.760098894461812,-0.35360744670608746,-3.4947246756948624,0.04878144141725732,0.15976427048017375
ZNF205,5.373364461173897,5.685532785936171,0.31216832476227374,2.9937305829510534,0.04882502507074816,0.1598466839312324
OSBP2,5.237798533608991,5.4793913908350875,0.24159285722609614,3.08141757190256,0.0488669042335908,0.1598466839312324
LTK,2.8254197254364164,3.4121905017374643,0.5867707763010479,2.7988680863546267,0.04887495212973529,0.1598466839312324
SUV39H2,3.620582239356193,2.9622025630257522,-0.6583796763304406,-3.6894538148126426,0.048882508486412235,0.1598466839312324
KDM2A,6.415802537421833,6.096712298514487,-0.31909023890734556,-3.7399535487809215,0.04890621572297735,0.1598466839312324
AP5Z1,5.001970531437124,5.363049215459301,0.3610786840221776,2.8838544460113393,0.04892219362214305,0.1598466839312324
TNRC6A,4.196690394814799,3.748347404456814,-0.44834299035798475,-2.7985931117640077,0.04892331917872739,0.1598466839312324
SKAP1,3.6140839594588563,3.023212201544553,-0.5908717579143032,-3.256097077382889,0.048924094915018805,0.1598466839312324
CLEC2D,1.009131386081485,0.5050918662088838,-0.5040395198726012,-4.061391001665019,0.048927839039209775,0.1598466839312324
MKS1,4.796942762772055,4.462703018294833,-0.33423974447722227,-3.5049150824467605,0.04893291612402958,0.1598466839312324
HAUS6,4.547992798828592,3.57338447238948,-0.9746083264391125,-4.081010171260792,0.049057194187671446,0.16021130127612443
EMC4,6.493618300291613,6.147564903526139,-0.3460533967654733,-2.795952054214589,0.04907249322318381,0.1602199178894198
ZNF273,2.4872472274724085,1.4388899517818172,-1.0483572756905912,-3.773740826459479,0.04911348308016738,0.16031238802670061
VAPB,5.655741053587118,5.323266262333281,-0.33247479125383705,-3.0985043565683514,0.04912754616294681,0.16031694086954407
UNC13A,5.920792031352913,5.452548196530182,-0.46824383482273113,-2.818762042437722,0.04921305204568607,0.16055456912558835
PARP1,8.347799399632992,7.957007112532708,-0.39079228710028335,-3.4240313005331457,0.04922691569980708,0.1605584067476955
CTBP2,7.387668963638904,6.858862531957179,-0.5288064316817254,-4.15757467935327,0.04924781632172322,0.16057926138802936
RSKR,1.5381857252119986,0.8504875448152759,-0.6876981803967227,-4.315932814152001,0.04925868768931884,0.16057926138802936
TRIOBP,8.319213894957214,8.889303921906441,0.5700900269492273,4.122425968242483,0.049296202242863,0.1606601698128847
EEF1G,11.4516241127727,11.669841347147935,0.21821723437523488,3.543949358563606,0.04936385561217581,0.16083923603812691
KLHL26,5.192908402087913,5.3276555247945,0.13474712270658706,3.6947266701392776,0.04938095701885919,0.16085354210390299
CIB1,6.7603422223435645,7.146841049477619,0.38649882713405415,3.272250399392813,0.04941276864966498,0.16091574556395016
RAB1A,6.287713165613675,5.987783202718845,-0.2999299628948302,-3.0248875659310666,0.04954964755160688,0.16131998707630177
PSMD7,6.137628851518805,5.78029966050723,-0.35732919101157545,-3.422136876894364,0.049590889496272585,0.16138856418417058
HIRA,6.303517684242526,6.017667509636055,-0.28585017460647144,-4.013255079339739,0.04959621699820145,0.16138856418417058
PLEKHM1,5.255609216154678,5.524686418042567,0.26907720188788886,2.7851118201638285,0.0496207048624355,0.16141971618038253
DNTTIP2,4.640873314627597,3.97750861063559,-0.663364703992007,-3.0734781705901844,0.04963130111875689,0.16141971618038253
ESCO2,3.616456379939851,2.9381891071771347,-0.6782672727627164,-3.104777540247958,0.049723310745380785,0.16167741456392443
ZNF212,4.221296625240469,4.368208646181905,0.14691202094143652,2.796984278010374,0.04975922859571483,0.16173678649688727
PPP1R12C,6.638061409896944,6.95893761661348,0.3208762067165356,3.3225305496302036,0.04977883288847626,0.16173678649688727
SLC43A1,4.192659024057318,2.7512078878329453,-1.4414511362243725,-4.007194303244023,0.04978617241733508,0.16173678649688727
AARS2,4.671806880814195,4.197939678757773,-0.47386720205642163,-2.783774770482265,0.04979436408742647,0.16173678649688727
SERF2,8.872007367639256,9.291767885150003,0.4197605175107473,3.2096434849056483,0.049805472696828904,0.16173678649688727
TATDN3,3.508919924873478,3.0380464743986857,-0.47087345047479223,-3.091398954778297,0.04986759932294277,0.161896990618738
AREL1,5.966562800147855,5.545962290661937,-0.42060050948591865,-3.2191129623219115,0.04997724747194653,0.16210820003759313
LPAR2,5.186806532848123,5.314311879440361,0.12750534659223867,3.7005919493492416,0.049978348867182255,0.16210820003759313
UBAC1,6.5065341321578005,6.770992746214872,0.2644586140570713,2.873126061375697,0.05001619338666376,0.16210820003759313
VKORC1,6.751221763271903,7.02770645887755,0.2764846956056477,4.146973474074735,0.050031358646061806,0.16210820003759313
ACTR3B,4.602925007750433,4.347068862495266,-0.25585614525516753,-3.161822159252198,0.05003578668578532,0.16210820003759313
LRRC59,8.992757299818164,8.4243811994925,-0.5683761003256649,-3.3765202318368743,0.050036069915892455,0.16210820003759313
TMEM175,3.7005554368200975,4.176030172707957,0.4754747358878597,3.1622194506464893,0.05003657183847751,0.16210820003759313
FRA10AC1,3.8695773074325372,3.2524943657178174,-0.6170829417147199,-3.5451993833116715,0.05006400851367769,0.16210820003759313
DLG4,3.4645239530133503,4.174193998515933,0.7096700455025826,4.086312404597856,0.05006797735512951,0.16210820003759313
HIPK4,0.966174667084038,1.6921625836288137,0.7259879165447757,3.467950917322664,0.05007169956063407,0.16210820003759313
DIRAS1,6.258543270117452,6.624997936443961,0.3664546663265087,4.156181271956189,0.05009158380551059,0.16210820003759313
PRELID3B,6.614525359409176,6.101342654713135,-0.5131827046960407,-2.9447139083008214,0.0500984510544472,0.16210820003759313
MRPL16,5.976685596359065,5.574050437221525,-0.40263515913753967,-3.025564068745001,0.05009918374927117,0.16210820003759313
ZNF444,5.461803059795007,5.865015090307497,0.4032120305124902,3.8136526548137057,0.050152483069123455,0.1622004816492239
ASIC1,5.697400637204851,6.203864422972039,0.5064637857671883,3.962712509085324,0.05015653901001355,0.1622004816492239
ERAP1,2.665030453982409,3.1845302686460486,0.5194998146636398,3.9216588604378044,0.050170527370825155,0.1622004816492239
ZBTB8A,3.1313637455287644,2.689601076633514,-0.4417626688952505,-2.7749076945460005,0.050178971604639404,0.1622004816492239
PLD3,7.46682658336852,8.088029201217473,0.6212026178489536,3.5901969706179817,0.050282226579193776,0.16249274192024954
PPM1D,4.966739786665602,4.542366972451109,-0.42437281421449224,-2.8342100381735205,0.05031142742494898,0.16254559970965773
ATP2C1,5.086833983515107,4.672629838920698,-0.41420414459440913,-3.036142524366002,0.05032512646576723,0.1625483602410118
ACAD11,2.4374862957140095,1.7204187858504962,-0.7170675098635133,-2.81474073575841,0.05036196266927572,0.162625832503109
FEM1A,6.909388355114152,6.612683720927386,-0.2967046341867663,-3.948258903633268,0.050389987077458,0.16267481797582423
LIPH,3.0518643325935386,4.008953676114985,0.9570893435214467,3.6067043464178026,0.05048469582418342,0.1629390016972816
FUBP3,6.495168246006206,6.091848119973535,-0.4033201260326713,-3.1265292570529124,0.05050170640148312,0.16295234434236838
CAMK4,2.2131849382695257,1.7062534821663735,-0.5069314561031522,-3.166170628592609,0.05058416640384652,0.16314350695980684
SLC25A13,3.8863464913574286,3.195688731174986,-0.6906577601824426,-3.4432174097935895,0.050586734200733466,0.16314350695980684
KIF18B,6.398150662533272,5.842616919502528,-0.5555337430307441,-3.5735302466481316,0.05066601708498433,0.16333352942043242
PLD2,5.737521052460966,5.985821043324947,0.24829999086398047,3.1461714383595067,0.05067146870838543,0.16333352942043242
PSMF1,7.42701977232148,7.194995190479645,-0.23202458184183516,-3.690967019229448,0.050701099627856114,0.1633623496513889
APLF,0.7226498584873319,-0.02180722538103937,-0.7444570838683713,-2.9628524425711498,0.05070622753304272,0.1633623496513889
NTAQ1,5.153142031565239,4.7803629586528835,-0.3727790729123557,-2.821990980120235,0.050752659807911715,0.16347032574933132
ZRANB3,2.2113921973438084,1.2440220466102403,-0.9673701507335681,-3.2364307946561044,0.05082511239950853,0.16366203496584744
TRMT13,2.8735054434549387,2.141713194261612,-0.7317922491933269,-2.7760160355428045,0.05086770471673606,0.1637575179827766
MMP15,7.129965934796535,7.428773519961809,0.2988075851652745,2.8212825903547714,0.05095138418300637,0.1639851899379312
ARMC1,5.670869715038733,4.943408513941148,-0.7274612010975847,-4.059282234004815,0.05098306122428601,0.16401568598677374
PRPF40B,4.602279548587307,5.095924170796174,0.4936446222088664,3.304089907634715,0.05098678061414207,0.16401568598677374
STX6,5.095009774579307,4.743726050350272,-0.35128372422903453,-2.82121461751722,0.05103840108259812,0.16407635616793234
IFI27L1,3.6187436162706494,3.9637598918925145,0.3450162756218651,2.8061269940265574,0.05104324397210361,0.16407635616793234
AHCTF1,4.885398248680509,4.302716600067829,-0.58268164861268,-2.756660708804052,0.05104453688132356,0.16407635616793234
IPO9,7.194460169404767,6.6464230338147745,-0.5480371355899925,-3.9356570082704323,0.05107014582843867,0.16411698716579262
ZCCHC2,4.170864685062405,3.7416401122981546,-0.4292245727642503,-2.988179949385116,0.051101213257412514,0.16414290529443962
DNAJC30,4.241498744082982,4.589144167324006,0.34764542324102443,2.9801554980086937,0.05110415226077377,0.16414290529443962
MRPL44,6.013180006449538,5.845760321767506,-0.16741968468203172,-2.980767345057373,0.051152976835583334,0.164258036501981
ATAD2,6.545520983755504,5.365789323108423,-1.1797316606470813,-3.4986939936056247,0.051228614807308614,0.16440356219309346
SPTBN2,5.727984471358469,5.103323966338954,-0.6246605050195146,-3.5129561801089957,0.05123649526664393,0.16440356219309346
APAF1,3.3689570773275572,2.758123133982197,-0.61083394334536,-3.333627603346171,0.05123726979767369,0.16440356219309346
MRPL15,5.563015593837517,5.127369859533375,-0.435645734304142,-2.8267669621787994,0.0512658562962653,0.16442231714057215
EIF4E3,3.319616958681143,2.7753042638665875,-0.5443126948145554,-2.768341976643435,0.05126910023205829,0.16442231714057215
SNW1,5.061583544451721,4.673370870906305,-0.3882126735454161,-3.0991099737753807,0.05131755487084015,0.16445858266599322
MYO10,5.7209301533464805,5.111885697938823,-0.6090444554076573,-3.701555031829872,0.05134443145630264,0.16445858266599322
CUL7,6.168783854767727,6.578109830274502,0.40932597550677485,3.965783706905237,0.05135710317415646,0.16445858266599322
TRIM37,5.1847666217115105,4.565514226417171,-0.6192523952943398,-3.464463057340841,0.05135851965602796,0.16445858266599322
NBPF26,1.2636809127768285,0.3869271829116672,-0.8767537298651613,-3.1614283215722248,0.05136212462088169,0.16445858266599322
GLIS2,5.399909529693464,5.817409985887828,0.4175004561943636,3.2188024773862476,0.051367503330063,0.16445858266599322
HIPK2,6.528809958400276,6.002276175985343,-0.5265337824149334,-2.75852215233357,0.051373307877786496,0.16445858266599322
DDX23,6.683850628332991,6.256632425912087,-0.4272182024209039,-2.7908529704598157,0.05138437264807089,0.16445858266599322
TTK,5.342293258309343,4.622374674855945,-0.7199185834533983,-4.126676520483387,0.05141308941259766,0.16448854717304226
ZC3H13,4.9289438398856795,4.42309515873263,-0.5058486811530498,-3.0120762933826564,0.05141973074804861,0.16448854717304226
GMPR,5.091656228058131,5.512703755944121,0.42104752788598976,2.81706965868351,0.05147469286546447,0.16460443671240943
ATP13A3,6.1891854827688455,5.475567236513473,-0.7136182462553728,-3.088697795481745,0.051481972383067294,0.16460443671240943
ZNF589,2.539824610598964,1.7531420543573055,-0.7866825562416586,-3.2806929715289836,0.05150261826655357,0.16462885429735677
UTP20,4.350523344737639,3.3735883121557877,-0.9769350325818515,-3.2916724780822553,0.05156429051642337,0.1647843677993277
TAF1A,3.231531735670566,2.5302667211069525,-0.7012650145636137,-3.169274765943455,0.051587603965498066,0.1647953575025055
METRN,8.172915469196978,8.96015594582245,0.7872404766254721,3.7588465407071583,0.05161724917665081,0.1647953575025055
TRIM62,3.81289133172493,4.152815492689872,0.33992416096494216,2.7874292660965447,0.05162588900940056,0.1647953575025055
VIPR1,3.1690932486240015,3.654617651426189,0.48552440280218745,3.2061989088826763,0.051629940486171096,0.1647953575025055
CKS1B,6.7710489048259825,6.237134591383966,-0.5339143134420166,-3.984872143680787,0.051632840181543606,0.1647953575025055
AP3S1,8.625883488531661,8.322358259321694,-0.30352522920996705,-3.8295975950538064,0.05164825096869131,0.16480297932647214
ASNSD1,3.9391877276846556,3.5884477731914206,-0.35073995449323503,-3.030000632264518,0.05167692601450876,0.16485291119576717
DTX3L,3.115360787301262,4.053439749856886,0.9380789625556241,4.020463559990924,0.051738555290209105,0.16496257847627885
